Table,Column,Data type,Definition,Source type,Source/reference,Raw/derived/synthetic,Generation logic,Business purpose
parking_component_scores,digital_payment_enabled,boolean,scoring parking_component_scores field: digital payment enabled.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,management_system,text,scoring parking_component_scores field: management system.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,willingness_to_digitize,smallint,scoring parking_component_scores field: willingness to digitize.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,contract_flexibility,smallint,scoring parking_component_scores field: contract flexibility.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,decision_maker_accessible,boolean,scoring parking_component_scores field: decision maker accessible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_occupancy_rate,numeric,scoring parking_component_scores field: avg occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,p90_peak_occupancy_rate,double precision,scoring parking_component_scores field: p90 peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekday_occupancy_rate,numeric,scoring parking_component_scores field: weekday occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekend_occupancy_rate,numeric,scoring parking_component_scores field: weekend occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_daily_entries,numeric,scoring parking_component_scores field: avg daily entries.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_daily_platform_bookings,numeric,scoring parking_component_scores field: avg daily platform bookings.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_daily_cancellations,numeric,scoring parking_component_scores field: avg daily cancellations.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,platform_booking_share,numeric,scoring parking_component_scores field: platform booking share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,cancellation_rate,numeric,scoring parking_component_scores field: cancellation rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_daily_gross_revenue_inr,numeric,scoring parking_component_scores field: avg daily gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,observation_gross_revenue_inr,numeric,scoring parking_component_scores field: observation gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,avg_park_duration_hours,numeric,scoring parking_component_scores field: avg park duration hours.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekday_hourly_peak_occupancy_rate,numeric,scoring parking_component_scores field: weekday hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekend_hourly_peak_occupancy_rate,numeric,scoring parking_component_scores field: weekend hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekday_busy_hour_share,numeric,scoring parking_component_scores field: weekday busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,weekend_busy_hour_share,numeric,scoring parking_component_scores field: weekend busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_network_distance_km,double precision,scoring parking_component_scores field: nearest network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_live_network_distance_km,double precision,scoring parking_component_scores field: nearest live network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_any_network_distance_km,double precision,scoring parking_component_scores field: nearest any network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,nearest_mature_network_distance_km,double precision,scoring parking_component_scores field: nearest mature network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,live_network_site_count,bigint,scoring parking_component_scores field: live network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,live_network_capacity_cars,bigint,scoring parking_component_scores field: live network capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,all_network_site_count,bigint,scoring parking_component_scores field: all network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,metro_access_raw,numeric,scoring parking_component_scores field: metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,poi_activity_raw,double precision,scoring parking_component_scores field: poi activity raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,transit_access_raw,double precision,scoring parking_component_scores field: transit access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,market_demand_prior,numeric,scoring parking_component_scores field: market demand prior.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,management_maturity_score,numeric,scoring parking_component_scores field: management maturity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_lot_count,bigint,scoring parking_component_scores field: locality lot count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_candidate_capacity_cars,bigint,scoring parking_component_scores field: locality candidate capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_market_demand_prior,numeric,scoring parking_component_scores field: locality market demand prior.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_metro_access_raw,numeric,scoring parking_component_scores field: locality metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_supply_pressure_raw,numeric,scoring parking_component_scores field: competitor supply pressure raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,latent_demand_headroom_raw,numeric,scoring parking_component_scores field: latent demand headroom raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,poi_activity_score,double precision,scoring parking_component_scores field: poi activity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,transit_access_score,double precision,scoring parking_component_scores field: transit access score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,average_occupancy_score,numeric,scoring parking_component_scores field: average occupancy score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,peak_occupancy_score,double precision,scoring parking_component_scores field: peak occupancy score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_supply_score,numeric,scoring parking_component_scores field: competitor supply score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,onboarding_cost_score,numeric,scoring parking_component_scores field: onboarding cost score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,setup_speed_score,numeric,scoring parking_component_scores field: setup speed score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,poi_low,numeric,scoring parking_component_scores field: poi low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,poi_high,numeric,scoring parking_component_scores field: poi high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,transit_low,numeric,scoring parking_component_scores field: transit low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,transit_high,numeric,scoring parking_component_scores field: transit high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,occupancy_low,numeric,scoring parking_component_scores field: occupancy low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,occupancy_high,numeric,scoring parking_component_scores field: occupancy high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,peak_low,numeric,scoring parking_component_scores field: peak low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,peak_high,numeric,scoring parking_component_scores field: peak high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competition_low,numeric,scoring parking_component_scores field: competition low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competition_high,numeric,scoring parking_component_scores field: competition high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,onboarding_low,numeric,scoring parking_component_scores field: onboarding low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,onboarding_high,numeric,scoring parking_component_scores field: onboarding high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,setup_low,numeric,scoring parking_component_scores field: setup low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,setup_high,numeric,scoring parking_component_scores field: setup high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,metro_access_score,numeric,scoring parking_component_scores field: metro access score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,market_prior_score,numeric,scoring parking_component_scores field: market prior score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,location_demand_score,double precision,scoring parking_component_scores field: location demand score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,observed_demand_score,double precision,scoring parking_component_scores field: observed demand score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,demand_headroom_score,double precision,scoring parking_component_scores field: demand headroom score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,demand_score,double precision,0-100 Demand Potential pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,achievable_utilization,double precision,scoring parking_component_scores field: achievable utilization.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,expected_daily_net_platform_bookings,double precision,scoring parking_component_scores field: expected daily net platform bookings.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,expected_monthly_platform_revenue_inr,double precision,"Illustrative synthetic monthly platform contribution; ordering input, not a forecast.",DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,expected_revenue_per_space_inr,double precision,scoring parking_component_scores field: expected revenue per space inr.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,expected_revenue_score,double precision,scoring parking_component_scores field: expected revenue score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_efficiency_score,double precision,scoring parking_component_scores field: revenue efficiency score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_score,double precision,0-100 Revenue Potential pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_low,numeric,scoring parking_component_scores field: revenue low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_high,numeric,scoring parking_component_scores field: revenue high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_space_low,numeric,scoring parking_component_scores field: revenue space low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,revenue_space_high,numeric,scoring parking_component_scores field: revenue space high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_demand_score,double precision,scoring parking_component_scores field: locality demand score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,locality_network_coverage_ratio,numeric,scoring parking_component_scores field: locality network coverage ratio.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,market_whitespace_raw,double precision,scoring parking_component_scores field: market whitespace raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,anchor_capacity_raw,numeric,scoring parking_component_scores field: anchor capacity raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,network_distance_score,double precision,scoring parking_component_scores field: network distance score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,aggregator_opportunity_score,numeric,scoring parking_component_scores field: aggregator opportunity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_distance_score,numeric,scoring parking_component_scores field: competitor distance score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competitor_price_headroom_score,numeric,scoring parking_component_scores field: competitor price headroom score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,market_whitespace_score,double precision,0-100 location-demand strength adjusted for hypothetical local network coverage.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,anchor_capacity_score,numeric,scoring parking_component_scores field: anchor capacity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,competition_score,numeric,0-100 Competition Opportunity pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,strategic_fit_score,double precision,0-100 Strategic Fit pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,feasibility_score,numeric,0-100 Acquisition Feasibility pillar score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,whitespace_low,numeric,scoring parking_component_scores field: whitespace low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,whitespace_high,numeric,scoring parking_component_scores field: whitespace high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,anchor_low,numeric,scoring parking_component_scores field: anchor low.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,anchor_high,numeric,scoring parking_component_scores field: anchor high.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_component_scores,methodology_note,text,scoring parking_component_scores field: methodology note.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,parking_id,integer,scoring parking_score_explanation field: parking id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,positive_reason_flags,ARRAY,scoring parking_score_explanation field: positive reason flags.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,constraint_reason_flags,ARRAY,scoring parking_score_explanation field: constraint reason flags.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,recommendation,text,scoring parking_score_explanation field: recommendation.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,methodology_note,text,scoring parking_score_explanation field: methodology note.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_score_explanation,generated_at,timestamp with time zone,scoring parking_score_explanation field: generated at.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,scenario_id,smallint,scoring sensitivity_summary field: scenario id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,top_10_overlap_count,smallint,scoring sensitivity_summary field: top 10 overlap count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,top_10_overlap_pct,numeric,scoring sensitivity_summary field: top 10 overlap pct.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,spearman_rank_correlation,numeric,scoring sensitivity_summary field: spearman rank correlation.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,mean_abs_rank_change,numeric,scoring sensitivity_summary field: mean abs rank change.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,max_abs_rank_change,integer,scoring sensitivity_summary field: max abs rank change.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
sensitivity_summary,segment_change_count,integer,scoring sensitivity_summary field: segment change count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
